,日期,评论
0,2019/12/16,不要犹豫开盘抢！！
1,2019/12/13,突突突突
2,2019/12/13,咋的了，就是抢？
3,2019/12/13,欢迎大家讨论//:回复:参考2019前三季度的净利润率
4,2019/12/13,昨天的打法和万华一个路数。低吸才能吃肉
5,2019/12/13,求带
6,2019/12/13,耳边仿佛听到一个字，啥
7,2019/12/13,海螺对一干其他水泥说，在坐的各位都是LJ
8,2019/12/13,出发，出差深山没信号，不刷球了不看盘了，一个月后出山，希望海螺带带小新和小峰，希望也一路北行不回头各位好友，一个月之后见
9,2019/12/13,我看了一年还是不会买你，你不是我的菜，只能说没缘分啊。
10,2019/12/13,还差1毛要创历史新高了！
11,2019/12/13,大佬每天突破新高
12,2019/12/13,完全被特朗普打乱计划了，昨日加仓被套，今日准备48以下加，然而，在49以上继续买
13,2019/12/13,海螺水泥虽然慢，但是稳，跑来跑去还不如一直拿着海螺水泥
14,2019/12/13,冲浪c
15,2019/12/13,资金大逃亡
16,2019/12/13,涨停
17,2019/12/13,对比海螺和华润，外资企业华新有点低估值了
18,2019/12/13,疯狂出货
19,2019/12/13,为什么水泥涨那么凶，钢铁不涨，是不是不够垄断？
20,2019/12/13,网页链接三一集团装备板块销售破千亿
21,2019/12/13,60分B浪
22,2019/12/13,你真的牛逼，我给你跪！
23,2019/12/13,能不能反包
24,2019/12/13,天天突破
25,2019/12/13,借助市场利好消息，今天海螺水泥能否攻破50元大关?
26,2019/12/13,快加速了
27,2019/12/13,
28,2019/12/13,爱雪球！写的太好了！网页链接
29,2019/12/13,已是强弩之末
30,2019/12/13,我通过回测之前数据，海螺水泥的高点在市净率2.2倍以上就可以卖了。
31,2019/12/13,??大神，节奏神准，已关注你，求指点
32,2019/12/13,??转发高手锁定的一大龙头股
33,2019/12/13,期待
34,2019/12/13,出货出的太卑鄙了点，这是明目张胆的出，然后让散户疯狂接单吗？
35,2019/12/12,海螺水泥自从突破43.43元后每次调整的时间越来越短，什么原因呢
36,2019/12/12,调整时有现金就加毛毛不做丅
37,2019/12/12,现在不敢买不适合炒股
38,2019/12/12,加加
39,2019/12/12,对比冀东水泥5%左右的roa，22%简直不是一个世界的，为啥差距这么大
40,2019/12/12,今天跌的挺多啊
41,2019/12/12,风里雨里，我在成都等你！“中国ETF15周年”上交所ETF高峰论坛华宝基金专场即将于12月21日在成都盛大召开！不见不散~?
42,2019/12/12,加
43,2019/12/12,北上资金很坚决。连续20日净流入700亿。今天开盘10分钟流入10亿。?
44,2019/12/12,走势依旧健康，不涨停，涨不停
45,2019/12/12,中国平安A就是送钱的。我说过很多次啦，你看港股和A股折溢价就知道了，只有海螺水泥和中国平安是港股比A股贵。不过我也好久没有看两边市场的具体比较数据了，印象是这样。
46,2019/12/12,茅台五粮老窖
47,2019/12/12,主升浪什么时候开始？
48,2019/12/12,暴涨在路上
49,2019/12/12,这月破五十明年一百
50,2019/12/12,今天又是81亿，指数跌0.3%。。。。?
51,2019/12/12,网页链接《12.13号操盘必读》
52,2019/12/12,外资最近买疯了，国内机构狂抛，然后就是炒垃圾。中国建筑
53,2019/12/12,最近几只票中弱的一只，今天跌了不少，加仓，今天清仓。看了看一段时间的操作，卖出的都涨了，就这几只几乎满仓，偶尔调整仓位，动态调整吧
54,2019/12/12,感觉很快上50
55,2019/12/12,这段时间一直涨，调整一下是好事，但是现在看依然便宜或者说不贵。
56,2019/12/12,这根大阴线能不能带着回到16呢
57,2019/12/12,学习
58,2019/12/12,这手法一看就是国内的干的，外资只会大涨的时候才会卖
59,2019/12/12,其实吧，外资可以和政策谈判，内资就尴尬了//:回复:外资最近买疯了，国内机构狂抛，然后就是炒垃圾。中国建筑
60,2019/12/12,今天是什么情况啊？这么剧烈
61,2019/12/12,利好？//:回复:这次经济会议估计还是会把基建提起来，我猜一下要么是雄安，要么是大湾区！
62,2019/12/12,明天还跌的话，得调整两天
63,2019/12/12,每一次回调都是送钱
64,2019/12/12,满仓木子弹了，睡觉
65,2019/12/12,上杠杆搞起来
66,2019/12/12,美联储未降息，我们货币政策空间真的没有多少了，只能麻辣粉，酸辣粉的吃，吃多了也受不了啊。这么悲观的情况下依然没地产用这个夜壶，还是未这届政府点赞。明年除了科技应该还是大基建，水泥行业有机会。
67,2019/12/12,以后就窝水泥这了，不走了，，还有一支大格格长线水泥盈利好涨价好业绩推动股价走，股神加持，专业大V
68,2019/12/12,今天全靠万华顶着了
69,2019/12/12,跳水螺，果然名不虚传，哈哈
70,2019/12/12,断头侧？
71,2019/12/12,一波大级别调整看着要来了。最高点回调20%左右。
72,2019/12/12,今天加仓被套了，下午继续加
73,2019/12/12,嘿嘿
74,2019/12/12,不为浮云遮望眼。
75,2019/12/12,你这是在打压俺们的大科创板！//:回复:外资最近买疯了，国内机构狂抛，然后就是炒垃圾。中国建筑
76,2019/12/12,50元的心理压力还是比较强大的，不管是机构还是散户都想在50元以下打个提前量开跑。
77,2019/12/12,很赞！
78,2019/12/12,听说最近水泥有卖到1200一吨？价投大哥，真的假的
79,2019/12/12,明天出发一个月，信号不好不看盘了，不刷雪球了看看一个月水泥上天还是入地
80,2019/12/12,最新一手调研资料，有需要的朋友私信我，无偿共享。
81,2019/12/12,明天踩十日线
82,2019/12/12,六成仓一成仓一成仓，大格格二成仓，长持，有机会的话华新上峰换成大海螺
83,2019/12/11,文章一出，不断创新高，各位粉丝很给力哈?
84,2019/12/11,回复:其实十年还是八年或者十一年，谁都说不准啊。有一点是确定的，水泥股被人误解很深，长期来看这是一个金矿。//:回复:不是十年十倍吗？
85,2019/12/11,厉害股依然强势
86,2019/12/11,水泥历史新高600585海螺水泥。再次历史新高水泥历史新高，股价历史新高。
87,2019/12/11,我记得今年初的时候有好几个AH上市的股，H股比A股贵。其中就有和，这两家基建材料和设备公司今年都创了历史新高，他们A股涨幅比H还大。现在已经没有H股比A股贵的了，H股折价3%，算是H股折价最少的。
88,2019/12/11,入冬了长势喜人啊，今年可以多收三五斗了。不枉来来回回坐了八百回电梯。跳水螺这绰号也要改改了
89,2019/12/11,又新高了。
90,2019/12/11,冀东水泥，不要做梦，和海螺水泥比起来，冀东水泥的净利率的历史平均水平就是渣渣。宁可买海螺水泥，不要买冀东水泥。冀东水泥在水泥股中的净利率几乎最低，这就是悲剧的秘密。有些人到死也不明白。?福建水泥。
91,2019/12/11,最近行情这么好，真香。大佬们都加仓了没
92,2019/12/11,两年不到，海螺也要冲50了
93,2019/12/11,一路高歌猛进，哈哈。
94,2019/12/11,网页链接《双12操盘福利》感谢各位粉丝的陪伴和支持
95,2019/12/11,后市不错，形态越来越好了，你们觉得怎么样
96,2019/12/11,临近岁末，水泥价格回落，准备冬歇喽。长线无忧，当做年货。短线随意。
97,2019/12/11,1~10月水泥进口数据，雪球的大咖来分析下我在海关的平台查询的水泥进口数据。
98,2019/12/11,短线成交量背离，调整调整也好
99,2019/12/11,上菜好慢，开干不爽（｀Δ?）！
100,2019/12/11,叫你抓住买卖点
101,2019/12/11,当大家开始去炒作周期股的时候，就不正常了！不要因为某大v买了就跟风，我是不参与的！看大家吃肉！
102,2019/12/11,周期股咋了。趋势出来就买进
103,2019/12/11,又双叒叕创新高
104,2019/12/11,加速上涨，上车吃肉了
105,2019/12/11,//:继续为基建周期股站台。
106,2019/12/11,山西省水泥产业发展战略联盟正式成立了，这对于产能过剩的山西来说是个好开始，2018年产能利用率仅39%，产不忍睹，这是又政府部门成立的联盟，作用相当大。
107,2019/12/11,海螺水泥这么涨，我有点怕，虽然已经拿很久了，也应该有更大收获了，但还是有点纠结，是否先降一点仓位？还请各位赐教！
108,2019/12/11,这不是周期股吗怎么光涨不跌啊？？？
109,2019/12/11,海螺姑娘真是牛逼
110,2019/12/11,我螺吊打水泥行业胡建跟上冲呀
111,2019/12/11,今天实盘新高了感谢外资这每天几十亿几十亿的买，大盘怎么也不动一动呀
112,2019/12/11,实盘：加仓济川药业200股，成交价格22.15元。股市下跌千百遍，持股守息假装看不见当初最看好的济川药业结果跌的最多，不怎么看好的海螺水泥涨得最多
113,2019/12/11,海螺水泥2020第一季度能否站到60大关？
114,2019/12/11,我能说什么好呢，就俩字儿：新高。我都烦自己了。
115,2019/12/11,过年有肉吃
116,2019/12/11,继续为基建周期股站台。
117,2019/12/11,买入均价30.6，做了几次波段，成本降到25.1。中国南车之后第二支翻倍股
118,2019/12/11,跳水冠军，请开始你的表演
119,2019/12/11,冲呀
120,2019/12/11,海螺应该起到稳定器的作用，维持高位就好，等冀东新高的时候再轮流新高，剧本应该是这样！
121,2019/12/11,每吨熟料余热发电40度以上
122,2019/12/11,?双鸟在林不如一鸟在手，与其等待充满不确定性的改善，不如找一个已经改善好的。?无差异产品的公司，一定要买成本最低的。
123,2019/12/11,哎眼见着这要上50了28买的38卖的
124,2019/12/11,大神，节奏神准，已关注你，求指点
125,2019/12/11,这货一涨，各路大V都是提前半年重仓的！有趣！
126,2019/12/11,，目前市盈率（TTM)为7.92倍，历史最低4.35倍，目前个人认为属于比较低的估值水平。
127,2019/12/10,招商中证红利ETF应该建仓持续买入中……也应该是优秀的标的，基金经理可以大胆一些，配置太保比例可以适当高些，博中期反弹……
128,2019/12/10,内地机构开始抢筹了，比格力电器，招商银行成交量都大，马上海螺水泥变为内地机构的核心资产了，想想画面都美
129,2019/12/10,先到10pe再说吧
130,2019/12/10,住，赶紧学起来！
131,2019/12/10,强周期股反转
132,2019/12/10,，水泥板块整体共振，板块内多个趋势股依旧保持上升趋势，继续看好。
133,2019/12/10,分享，历史市盈率。市盈率数据，可以搜索【市盈率助手】小程序查询。
134,2019/12/10,水泥，后面只看好有自有矿山的水泥
135,2019/12/10,网页链接《12.11号操盘必读》欢迎大家收听～
136,2019/12/10,截至12月9日，华宝沪深300增强基金成立3年以来净值增长率高达40.23%，在所有可比沪深300增强基金中业绩排名第一！?
137,2019/12/10,青海明年1月31日“全面取消32.5水泥”，什么M32.5、PP32.5全部都不行，全面取消。点赞！点赞！点赞！网页链接?
138,2019/12/10,如果让高瓴接手的投资部门，格力的现金+高瓴的眼光，多一点这样的投资，画美不看
139,2019/12/10,
140,2019/12/10,←请关注！每日更新！今日收盘价历史新高：20只科技电子：顺络电子、亿联网络、中孚信息半导体：北京君正、韦尔股份、兆易创新工业品：宁德时代、海螺水泥、万华化学（2018-07-23）
141,2019/12/10,大神，节奏神准，已关注你，求指点
142,2019/12/10,水泥，华新如果不开在22以下，在22..1以上开盘，开盘会考虑加仓进入一些，同时会考虑海螺47.8时要不要加他500股，有机会拉高再走，如果破掉47.8后，华新破掉22后，就回封海螺为主了！
143,2019/12/10,好凶
144,2019/12/10,牛
145,2019/12/10,今年海螺赚足了一年，72%，离3000亿不远了，剩下的期望恢复到高等级债券收益预期或类现金配置。
146,2019/12/10,今天肿么了？金顶已经疯了
147,2019/12/10,永远活着，有意思。还是买水泥股，听说还会继续涨
148,2019/12/10,今天，华东水泥价格指数184.47，连续第三年创出历史新高！网页链接?
149,2019/12/10,今早广东番禺地区水泥又涨价了，而且这次很特殊，与往常不同，最近是小企业领涨，说明需求极为旺盛。?
150,2019/12/10,一月份水泥价格开始跌，我打个提前量出。今年过年早，很可能提前跌。这里刚创了新高，如果被打下来可能要盘整到下一个旺季了。
151,2019/12/10,大家都看跌的时候，那就是看涨的时候！
152,2019/12/10,9点45交易一波
153,2019/12/10,直觉告诉我，今天能红
154,2019/12/10,最近各种信用贷款充足得很，既提额又降息，这就是最近明显跌不下去的原因。跌不下去，就只能涨或者横着了
155,2019/12/10,每天必有一跳……
156,2019/12/10,牛逼牛逼
157,2019/12/10,你大爷还是你大爷
158,2019/12/10,??中了两签才赚了180
159,2019/12/10,未来百元股
160,2019/12/10,接下来，很可能调整，一周后入场
161,2019/12/10,我螺今日破顶今月上50明年上100
162,2019/12/10,随着股价上涨，越来越多的人开始认同水泥的逻辑了。现在还算没啥泡沫，但切记不要在比如海螺估值都到20倍的时候还像恒瑞医药或者茅台粉丝一样觉得没有泡沫哦
163,2019/12/9,没错！今天歇菜的，将来可能会牛逼；今天牛逼的，将来可能会歇菜！
164,2019/12/9,新高又新高……
165,2019/12/9,w587
166,2019/12/9,风来了！再创新高.下一个会是谁？？？万年青？塔牌？都一起来吧，加油！
167,2019/12/9,深以为然。所以我很喜欢《神秘海域4》里一位海盗的话：天注定我将拥有财富，故我必将追求财富。
168,2019/12/9,50在望
169,2019/12/9,海螺真是个奇葩，天天跳水也能一直新高……
170,2019/12/9,。。。。今天这里怎么多了那么多生面孔。。我的天。。
171,2019/12/9,前几天去到45想等回落下到43加仓，没想到都快50了，可怕。。继续等待回落。
172,2019/12/9,最喜欢这种k线，这周应该要破50
173,2019/12/9,长也毛用，都添恒瑞的坑了
174,2019/12/9,典型的价值回归。
175,2019/12/9,今年50明年100
176,2019/12/9,今天市场在反映我昨天说的华南水泥超高景气了，A股的华南水泥就是海螺水泥和塔牌集团。海螺水泥再创历史新高，后续压制塔牌集团股价的唯一因素也许只有那个梅雁吉祥董事长的减持了。?
177,2019/12/9,海螺水泥今日再创新高，可喜可贺！
178,2019/12/9,水泥不涨价怎么办环保搞成这样晚上七点就这样啦？前段时间我们还笑话印度我们跟人家强啥呢
179,2019/12/9,回复:年初时候，听见了一种声音，水泥是周期股。//:回复:海螺可惜了
180,2019/12/9,从销售费用，管理费用占收入比看海螺水泥的超级护城河，海螺作为地方国企取得优异的成绩，与之优秀的管理能力分不开，为海螺管理层点赞，多年的努力和成绩终于引来了超级投资人高瓴资本！
181,2019/12/9,中国水泥协会数据显示12月6日当日，水泥市场平均价格为469.67元/吨，创历史新高。受益于水泥价格持续走高，前十月水泥行业的利润总额已经接近去年全年。
182,2019/12/9,听说这个公司很不错，关注下，看看你们在聊啥。
183,2019/12/9,新高了。
184,2019/12/9,水泥板块?
185,2019/12/9,真是水泥界的扛把子，没得说，优秀
186,2019/12/9,一年60%的收益率，满足了。
187,2019/12/9,今天终于解套了
188,2019/12/9,49.6855.8962.1
189,2019/12/9,就俩字儿：新高。而且是在大盘疲软的时候新高，更是宝贵。感谢
190,2019/12/9,股价创了历史新高，水泥价格也在创新高网页链接
191,2019/12/9,突破100%了！MARK一下。
192,2019/12/9,感觉今天中午可以加个鸡腿。。。?
193,2019/12/9,就服你
194,2019/12/9,跳楼的心都有了
195,2019/12/9,2019-12-09使用模拟盈亏以48.5元卖出。
196,2019/12/9,关键词；“刺激托底”基建；高科技；制造业。
197,2019/12/9,这一波海螺比华新强太多，不知华新会不会后来居上
198,2019/12/9,大盘上方压力重重，资金调动起了周期股，钢铁、煤炭、建材，带动指数翻红。距离重要2930-60日线还有距离，继续动用大金融。也不容易过。?
199,2019/12/9,要是连续大涨，我看你还好意思不拉
200,2019/12/9,你大爷永远是你大爷
201,2019/12/9,上周五发的贴，怎么说，没毛病吧，我必须要秀一波……恭喜坚守的兄弟……
202,2019/12/9,2019-12-09使用模拟盈亏以48.6元卖出。
203,2019/12/9,同花顺的收益率算法是怎么算的？年底了给我点安慰？如果今年有这个收益率做梦都会笑醒
204,2019/12/9,海螺可惜了
205,2019/12/9,转发此贴，寻找行业中从业人员共谋周期股投资大计，2020年将会是周期股打丰收的一年。目前加入的有好几个上市公司的员工，大家都能分享行业第一时间的消息，意义还是很大的。?
206,2019/12/9,没看错你
207,2019/12/9,传统行业的王牌，配套全球最大单一经济体的崛起，哪里需要建设哪里就有需求，并长效发挥规模优势。管理上持续发挥前瞻性作用、合理布局、优化结构。
208,2019/12/9,继续学习研究价值投资方法。从不通的维度挖掘有价值的公司。用自己的方法对价格进行评估。
209,2019/12/9,。
210,2019/12/8,有了一个新鲜的思路以辩证你对这家公司的理解程度，和这家公司在你心中的重要程度。如果给你溢价20%让你卖掉这家公司，但有一个条件是永远不能再买入，你会同意吗？
211,2019/12/8,大约三年前，刚开始买股票。研究过，买过当然，涨了三五个点就抛售了。后视镜看，简直扔了金矿。马上allin第二年了，两年11%。勉强过得去。月底写年终总结了。
212,2019/12/8,本周回了点血，今年收益34%，平庸的很，8只在手的股票只有3只今年挣到了钱。感觉证券股会有阶段性的一波。继续装死待明年吧。
213,2019/12/7,外资很看重分红率。。msci前10大重仓无一例外都是分红率超高。。最低的恒瑞医药分红率都是36%以上。。伊利随着股权激励锁定至少50%分红率。。受到外资抢筹也属必然。
214,2019/12/7,礼拜一调仓加水泥，我这里买的水泥又涨价了
215,2019/12/7,后面一定要跟踪关注外资动向，现在外资已经逐步获得A股的定价权！
216,2019/12/7,经常看看
217,2019/12/6,老牛归来风起云涌大盘上攻都发大财
218,2019/12/6,这订单，内资挂的让外资抬轿子吗？真尼玛狠啊╮（╯＿╰）╭
219,2019/12/6,一条新干法生产线建成后周期多长？
220,2019/12/6,估值既是一门艺术，又是一门科学。需要了解行业发展趋势，进行保守预测。希望我的付出能够让粉丝们受益
221,2019/12/6,有希望啊！卖水泥基本上属于区域垄断性了。圈下一座山就准备赚钱。
222,2019/12/6,回复:其实，我倒是希望这两只股票下跌的，这样我可以按照我希望的价格买入//:回复:
223,2019/12/6,网页链接《投资的五重标准》点击链接即可收听～感谢各位粉丝的陪伴和支持
224,2019/12/6,厦门空港也真是个奇葩啊，想干点偷鸡摸狗的事，被几个小散给否了。挺好的防守股，就是得防着点大股东
225,2019/12/6,水泥价格再创新高?
226,2019/12/6,今年下半年买得最成功的两个票：???一个准备创历史新高，一个已经创下历史新高，强势股，拿稳！！！
227,2019/12/6,中国水泥网，手机APP。
228,2019/12/6,别涨了，就这样吧，今天让你歇歇。
229,2019/12/6,天天看图
230,2019/12/6,“大禹圣人，乃惜寸阴；至于众人，当惜分阴，岂可但逸游荒醉！生无益于时，死无闻于后，是自弃也！”––东晋.陶侃
231,2019/12/6,转发
232,2019/12/6,要得是趋势。
233,2019/12/6,耐心等待
234,2019/12/6,先算大帐，再算细账。?
235,2019/12/6,
236,2019/12/6,上破50吧
237,2019/12/6,"太弱了,对比?.弱爆了"
238,2019/12/6,万手单子压而不砸，有点意思
239,2019/12/5,11月从17%的收益又回到了12%的收益。
240,2019/12/5,老巴说投资就两件事，如何给企业估值和如何面对市场波动。前者需要专业能力，后者需要弄懂人性。我从不认为市场有效。?
241,2019/12/5,终于硬一回
242,2019/12/5,长三角一体化加快！水泥需求迎爆发！明年需求更强劲！信息分享：1、涨价200元/吨！中央发文，长三角一体化加快！水泥需求迎爆发！网页链接2、可怕！水泥大涨210元/吨！连涨八轮！?
243,2019/12/5,1小时流入35亿。最近这段时间，市场情绪冰冷，北水买买买?
244,2019/12/5,?有空手快的话，这几个水泥龙头可以轮动下，涨的快的卖一点换成涨得慢的。一轮行情下来，也许可以多挣点菜钱。
245,2019/12/5,学习了
246,2019/12/5,最近一直有资金在海螺上套现，然不是大规模的抛售但对短期上涨还是有阻力的
247,2019/12/5,今天买了点002876三利普600585海螺水泥，你们更看好谁，给个意见
248,2019/12/5,又被套了
249,2019/12/5,看图说话
250,2019/12/5,最佳组合
251,2019/12/5,冲啊，老哥
252,2019/12/5,我还在?
253,2019/12/5,海公公阳气欠佳
254,2019/12/5,??2019年12月5日，组合满一年，收益：22.14%??
255,2019/12/5,马博士的观点：2020年，基建投资，房地产投资，5G投资，房地产交付高潮带动下游家电等行业，汽车行业
256,2019/12/5,很多人不相信明年会牛，我觉得2020很可能会牛！你看看外资这两年进来多少？他们是来扶贫的吗？他们进来一块钱可能要拿走两块钱，的时候A股自然会发生变化，不信咱们走着瞧。
257,2019/12/5,转发
258,2019/12/5,600585
259,2019/12/5,北上资金持股比例
260,2019/12/5,说水泥涨价的，以及涨价预期的，多打电话去经销商那问问
261,2019/12/4,转发
262,2019/12/4,每次调研内容几乎一样??重点：1、公司对今年第四季度及明年水泥市场形势保持较乐观的态度。2、明年水泥成本预计将保持稳定。3、未来公司将保持不低于40%的现金分红比例
263,2019/12/4,奢侈品涨价、水泥涨价、汽车销量零售端11月最后一周上涨20%，中国经济终于企稳了？???
264,2019/12/4,丝毫不慌，继续洗吧。?
265,2019/12/4,丽珠集团000513昨天提示大家底部加仓，大家加仓了没有？?
266,2019/12/4,这个公司的核心竞争力是什么
267,2019/12/4,发吧
268,2019/12/4,市盈率到了两位数再考虑减仓
269,2019/12/4,赞！想起邱国鹭的一片文章谈的“真实的风险和你感受到的风险”。
270,2019/12/4,都是为了出货，这一段时间，总是在说水泥涨价，长江流域一体化，但是股价从高点下来，这个就是医药白马同样的套路，前一段时间，到处是吹医药白马十年十倍的十大金股，可实际，医药白马连续下跌，水泥股，再次重演
271,2019/12/4,站稳扶牢
272,2019/12/4,长江三角洲区域一体化，算是利好海螺水泥吗？
273,2019/12/4,最后一跌了，开启一段新的上涨征程吧
274,2019/12/3,网页链接《投资的五重标准》音频节目，点击可以收听
275,2019/12/3,回复:似乎我在买三一和海螺的时候，也犹豫了到底是买徐工还是华新？?//:回复:你咋不去干新钢股份
276,2019/12/3,预祝海螺盆满钵满！网页链接
277,2019/12/3,跳水螺回来了
278,2019/12/3,什么叫欲速则不达，不疾而速，看海螺这几年就是。每天都有人为了2.3个点做分析，或喜或悲。收益远没有只是想持有收股息的人高
279,2019/12/3,有关?的信息分享：1、海螺在老挝首条生产线顺利点火网页链接2、海螺名列2019年第十三届中国品牌价值500强第50位3、华新“造”助力世界最大跨度非对称混合梁斜拉桥通车
280,2019/12/3,下跌无量...话说我螺这个跳水真是传统，有点搞笑
281,2019/12/3,散户唯一的优势就是更能熬。扬长避短才能跑赢机构。
282,2019/12/3,不是说多省水泥被卖断货了吗，假新闻？
283,2019/12/3,盈利啥也不买了，万一再中只新股呢
284,2019/12/3,上午看证券账户，里面还有点零钱，补了点海螺水泥。大批的弹药已经在路上了。继续耐心等待机会。
285,2019/12/3,海螺主要战区
286,2019/12/3,将来的某一个时间，发生了什么事情，会引起水泥股趋势走坏？1.大规模的扩产能2.需求萎缩3.环保政策放松4.价格上涨太多政策打压
287,2019/12/3,这是要转型做旅游吧。。
288,2019/12/3,三天之后买入，
289,2019/12/3,主仓跟着高瓴走就行了，又买了2手。新仓继续买中建中神大宝四大行持股收息
290,2019/12/2,买入好时机
291,2019/12/2,投资低估值优质股票的好处在于，尽管股价在不断上涨，甚至不断创出新高，你完全不用担心股价出现估值泡沫，因为从【严重低估】到【合理估值】还有一段很大的上涨空间。
292,2019/12/2,港螺阳包阴
293,2019/12/2,50以下的水泥再不买就断货了
294,2019/12/2,辛巴觉得未来水泥行业最具投资价值
295,2019/12/2,我螺今天才醒悟过来:妈呀，周五跌错了，让这帮高位医药股给我带坏了，今天不跟他们玩了。
296,2019/12/2,雪球大v的影响力很大啊
297,2019/12/2,当前的水泥市场价格大幅上涨，有的省份甚至一天涨三次价。水泥板块短期迎来催化剂，可适当关注相关企业如、、万年青、等。
298,2019/12/2,2019-12-2使用模拟盈亏以46.8元买入。
299,2019/12/2,2019-12-2使用模拟盈亏以47元卖出。
300,2019/12/2,猪肉的逻辑套在水泥基本适用啊//:回复:辛巴觉得未来水泥行业最具投资价值
301,2019/12/2,2019-12-2使用模拟盈亏以46.80元买入。
302,2019/12/2,利好
303,2019/12/2,水泥价格继续攀升，经济要保持增长，外贸不稳，内需不足，投资来补，估计12月份水泥价格会创历史新高
304,2019/12/2,三年后2022年，大概率每股收益10元，分红5元，股价xxx元。
305,2019/12/2,对这一组一直持有着，今天又做了一次对冲交易，还是盈利中！
306,2019/12/2,今年A螺股价必超
307,2019/12/2,11月实盘小结今晚七点准时上线，欢迎提前订阅关注。
308,2019/12/2,水泥正逐渐脱离强周期行业随着环保逐渐趋于严格，淘汰落后产能，基建复苏，供需开始反转
309,2019/12/2,国家拉动大基建，看好水泥龙头
310,2019/12/2,网页链接音频复盘和总结，希望对各位粉丝有所帮助，感谢各位粉丝的关注和支持
311,2019/12/2,俺有票子认购，为啥不让俺中
312,2019/12/2,主仓向集中，新仓继续买低估值高分红低价股，电电如果开板了买哪个仓
313,2019/12/2,有券商给工程龙头三一15pe目标价了；好像还没有券商给海螺15pe目标价的？大家议议三一和海螺现在谁的周期弱一些了？谁更应该给予15pe的？
314,2019/12/2,华新水泥今年涨了96%，海螺只涨了66%，海螺还有很大的补涨空间缩小两股的涨幅差距。
315,2019/12/2,今天打算补汤臣倍健呢，仔细想想还是给。
316,2019/12/1,看新闻说很多地方加价也买不到水泥，这么拽？资金青睐高新产业和新兴产业，没办法。
317,2019/12/1,哈时上市啊？？？木生活费了？？？？
318,2019/12/1,500元/吨，即0.25元/斤，没错吧？贵吗？拿1吨水泥换1吨白菜赚大了
319,2019/12/1,"突然收到一笔6.6万的还款账单阿汤啊，你可争点气吧！我给忘了ㄟ(▔,▔)ㄏ"
320,2019/12/1,行业够大，成本最低，资源属性不亚于茅台，股权结构不亚于格力，给时间就是了
321,2019/12/1,静态看，怎么看都是个好企业，关键是动态呢？水泥行业还能延续18年之后这么好的增长么
322,2019/12/1,近两年A股市场呈现了国际化、机构化和专业化的三大特征，华宝基金徐总从核心资产的重估与ETF的发展趋势两大视角为大家带来主题演讲：《量化业务的实践和思考》。
323,2019/12/1,大香家的徐林明经理在雪球嘉年华上的演讲主题是“量化业务的实践和思考”?
324,2019/12/1,一般春节过后就开始降价。水泥的涨价具有季节性、阶段性、区域性的特征
325,2019/11/30,学习
326,2019/11/30,超了就超了吧
327,2019/11/30,转的观点，看好水泥产业，
328,2019/11/30,辛巴：集中投资于行业发展良好的低估企业【不疾而速，宁静致远】。
329,2019/11/30,不错，?才是水泥行业真正的领头羊。水泥行业上市公司总体低估严重，还有较大的价值提升空间。
330,2019/11/30,小巴看好他。
331,2019/11/30,【六年新低！印度三季度GDP同比增长4.5%】印度中央统计局29日公布的数据显示，印度第三季度经济增速从上个季度的5%降至4.5%，为6年多来最低水平。
332,2019/11/30,水泥行业今年气势不错，前有小小辛巴买入冀东水泥，后有高瓴资本入主海螺水泥，前者案例买入顺鑫农业获利2倍多，后者案例买入爱尔眼科获利2倍多。?
333,2019/11/29,正常调整，大盘影响，基本面向好，业绩稳，下周新高
334,2019/11/29,环巢湖风景区四家企业停产（包括中建材下的中材水泥），且并不是因为错峰生产，是要永久性的关停取缔，海螺在巢湖也有产能，为什么海螺可以不停呢？是因为海螺的产能不在环巢湖风景区内吗
335,2019/11/29,今天到了些银子，没买建筑大钢，下午一开盘时加仓我螺
336,2019/11/29,茅台大跌预示着19年没有行情了，大跌为明年做准备吧，熊市已经跌了4年了，再来一年，牛市大底将现
337,2019/11/29,天真冷……哇凉哇凉的……转账，加点仓……
